id	chrom	start	stop	angsd_chrom	mh_label
scaff_group035	NW_024606628.1	1	10085	NW_024606628.1	35
scaff_group035	NW_024606629.1	1	10104	NW_024606629.1	35
scaff_group035	NW_024606630.1	1	10120	NW_024606630.1	35
scaff_group035	NW_024606631.1	1	10127	NW_024606631.1	35
scaff_group035	NW_024606632.1	1	10136	NW_024606632.1	35
scaff_group035	NW_024606633.1	1	10137	NW_024606633.1	35
scaff_group035	NW_024606634.1	1	10142	NW_024606634.1	35
scaff_group035	NW_024606635.1	1	10143	NW_024606635.1	35
scaff_group035	NW_024606636.1	1	10148	NW_024606636.1	35
scaff_group035	NW_024606637.1	1	10164	NW_024606637.1	35
scaff_group035	NW_024606638.1	1	10168	NW_024606638.1	35
scaff_group035	NW_024606639.1	1	10173	NW_024606639.1	35
scaff_group035	NW_024606640.1	1	10175	NW_024606640.1	35
scaff_group035	NW_024606641.1	1	10175	NW_024606641.1	35
scaff_group035	NW_024606642.1	1	10181	NW_024606642.1	35
scaff_group035	NW_024606643.1	1	10186	NW_024606643.1	35
scaff_group035	NW_024606644.1	1	10203	NW_024606644.1	35
scaff_group035	NW_024606645.1	1	10207	NW_024606645.1	35
scaff_group035	NW_024606646.1	1	10215	NW_024606646.1	35
scaff_group035	NW_024606647.1	1	10221	NW_024606647.1	35
scaff_group035	NW_024606648.1	1	10227	NW_024606648.1	35
scaff_group035	NW_024606649.1	1	10252	NW_024606649.1	35
scaff_group035	NW_024606650.1	1	10254	NW_024606650.1	35
scaff_group035	NW_024606651.1	1	10259	NW_024606651.1	35
scaff_group035	NW_024606652.1	1	10268	NW_024606652.1	35
scaff_group035	NW_024606653.1	1	10289	NW_024606653.1	35
scaff_group035	NW_024606654.1	1	10293	NW_024606654.1	35
scaff_group035	NW_024606655.1	1	10293	NW_024606655.1	35
scaff_group035	NW_024606656.1	1	10296	NW_024606656.1	35
scaff_group035	NW_024606657.1	1	10308	NW_024606657.1	35
scaff_group035	NW_024606658.1	1	10319	NW_024606658.1	35
scaff_group035	NW_024606659.1	1	10324	NW_024606659.1	35
scaff_group035	NW_024606660.1	1	10325	NW_024606660.1	35
scaff_group035	NW_024606661.1	1	10361	NW_024606661.1	35
scaff_group035	NW_024606662.1	1	10367	NW_024606662.1	35
scaff_group035	NW_024606663.1	1	10372	NW_024606663.1	35
scaff_group035	NW_024606664.1	1	10402	NW_024606664.1	35
scaff_group035	NW_024606665.1	1	10414	NW_024606665.1	35
scaff_group035	NW_024606666.1	1	10416	NW_024606666.1	35
scaff_group035	NW_024606667.1	1	10449	NW_024606667.1	35
scaff_group035	NW_024606668.1	1	10490	NW_024606668.1	35
scaff_group035	NW_024606669.1	1	10494	NW_024606669.1	35
scaff_group035	NW_024606670.1	1	10505	NW_024606670.1	35
scaff_group035	NW_024606671.1	1	10517	NW_024606671.1	35
scaff_group035	NW_024606672.1	1	10528	NW_024606672.1	35
scaff_group035	NW_024606673.1	1	10547	NW_024606673.1	35
scaff_group035	NW_024606674.1	1	10565	NW_024606674.1	35
scaff_group035	NW_024606675.1	1	10565	NW_024606675.1	35
scaff_group035	NW_024606676.1	1	10571	NW_024606676.1	35
scaff_group035	NW_024606677.1	1	10594	NW_024606677.1	35
scaff_group035	NW_024606678.1	1	10597	NW_024606678.1	35
scaff_group035	NW_024606679.1	1	10599	NW_024606679.1	35
scaff_group035	NW_024606680.1	1	10606	NW_024606680.1	35
scaff_group035	NW_024606681.1	1	10615	NW_024606681.1	35
scaff_group035	NW_024606682.1	1	10622	NW_024606682.1	35
scaff_group035	NW_024606683.1	1	10651	NW_024606683.1	35
scaff_group035	NW_024606684.1	1	10661	NW_024606684.1	35
scaff_group035	NW_024606685.1	1	10680	NW_024606685.1	35
scaff_group035	NW_024606686.1	1	10704	NW_024606686.1	35
scaff_group035	NW_024606687.1	1	10708	NW_024606687.1	35
scaff_group035	NW_024606688.1	1	10716	NW_024606688.1	35
scaff_group035	NW_024606689.1	1	10742	NW_024606689.1	35
scaff_group035	NW_024606690.1	1	10749	NW_024606690.1	35
scaff_group035	NW_024606691.1	1	10762	NW_024606691.1	35
scaff_group035	NW_024606692.1	1	10789	NW_024606692.1	35
scaff_group035	NW_024606693.1	1	10812	NW_024606693.1	35
scaff_group035	NW_024606694.1	1	10813	NW_024606694.1	35
scaff_group035	NW_024606695.1	1	10827	NW_024606695.1	35
scaff_group035	NW_024606696.1	1	10838	NW_024606696.1	35
scaff_group035	NW_024606697.1	1	10901	NW_024606697.1	35
scaff_group035	NW_024606698.1	1	10913	NW_024606698.1	35
scaff_group035	NW_024606699.1	1	10938	NW_024606699.1	35
scaff_group035	NW_024606700.1	1	10939	NW_024606700.1	35
scaff_group035	NW_024606701.1	1	10946	NW_024606701.1	35
scaff_group035	NW_024606702.1	1	10994	NW_024606702.1	35
scaff_group035	NW_024606703.1	1	11007	NW_024606703.1	35
scaff_group035	NW_024606704.1	1	11011	NW_024606704.1	35
scaff_group035	NW_024606705.1	1	11019	NW_024606705.1	35
scaff_group035	NW_024606706.1	1	11035	NW_024606706.1	35
scaff_group035	NW_024606707.1	1	11049	NW_024606707.1	35
scaff_group035	NW_024606708.1	1	11050	NW_024606708.1	35
scaff_group035	NW_024606709.1	1	11066	NW_024606709.1	35
scaff_group035	NW_024606710.1	1	11068	NW_024606710.1	35
scaff_group035	NW_024606711.1	1	11084	NW_024606711.1	35
scaff_group035	NW_024606712.1	1	11093	NW_024606712.1	35
scaff_group035	NW_024606713.1	1	11096	NW_024606713.1	35
scaff_group035	NW_024606714.1	1	11100	NW_024606714.1	35
scaff_group035	NW_024606715.1	1	11106	NW_024606715.1	35
scaff_group035	NW_024606716.1	1	11120	NW_024606716.1	35
scaff_group035	NW_024606717.1	1	11131	NW_024606717.1	35
scaff_group035	NW_024606718.1	1	11135	NW_024606718.1	35
scaff_group035	NW_024606719.1	1	11137	NW_024606719.1	35
scaff_group035	NW_024606720.1	1	11157	NW_024606720.1	35
scaff_group035	NW_024606721.1	1	11161	NW_024606721.1	35
scaff_group035	NW_024606722.1	1	11163	NW_024606722.1	35
scaff_group035	NW_024606723.1	1	11165	NW_024606723.1	35
scaff_group035	NW_024606724.1	1	11166	NW_024606724.1	35
scaff_group035	NW_024606725.1	1	11185	NW_024606725.1	35
scaff_group035	NW_024606726.1	1	11186	NW_024606726.1	35
scaff_group035	NW_024606727.1	1	11200	NW_024606727.1	35
scaff_group035	NW_024606728.1	1	11200	NW_024606728.1	35
scaff_group035	NW_024606729.1	1	11239	NW_024606729.1	35
scaff_group035	NW_024606730.1	1	11242	NW_024606730.1	35
scaff_group035	NW_024606731.1	1	11245	NW_024606731.1	35
scaff_group035	NW_024606732.1	1	11262	NW_024606732.1	35
scaff_group035	NW_024606733.1	1	11309	NW_024606733.1	35
scaff_group035	NW_024606734.1	1	11323	NW_024606734.1	35
scaff_group035	NW_024606735.1	1	11328	NW_024606735.1	35
scaff_group035	NW_024606736.1	1	11352	NW_024606736.1	35
scaff_group035	NW_024606737.1	1	11360	NW_024606737.1	35
scaff_group035	NW_024606738.1	1	11369	NW_024606738.1	35
scaff_group035	NW_024606739.1	1	11370	NW_024606739.1	35
scaff_group035	NW_024606740.1	1	11377	NW_024606740.1	35
scaff_group035	NW_024606741.1	1	11378	NW_024606741.1	35
scaff_group035	NW_024606742.1	1	11386	NW_024606742.1	35
scaff_group035	NW_024606743.1	1	11420	NW_024606743.1	35
scaff_group035	NW_024606744.1	1	11450	NW_024606744.1	35
scaff_group035	NW_024606745.1	1	11458	NW_024606745.1	35
scaff_group035	NW_024606746.1	1	11459	NW_024606746.1	35
scaff_group035	NW_024606747.1	1	11535	NW_024606747.1	35
scaff_group035	NW_024606748.1	1	11545	NW_024606748.1	35
scaff_group035	NW_024606749.1	1	11602	NW_024606749.1	35
scaff_group035	NW_024606750.1	1	11609	NW_024606750.1	35
scaff_group035	NW_024606751.1	1	11619	NW_024606751.1	35
scaff_group035	NW_024606752.1	1	11628	NW_024606752.1	35
scaff_group035	NW_024606753.1	1	11636	NW_024606753.1	35
scaff_group035	NW_024606754.1	1	11646	NW_024606754.1	35
scaff_group035	NW_024606755.1	1	11649	NW_024606755.1	35
scaff_group035	NW_024606756.1	1	11660	NW_024606756.1	35
scaff_group035	NW_024606757.1	1	11667	NW_024606757.1	35
scaff_group035	NW_024606758.1	1	11670	NW_024606758.1	35
scaff_group035	NW_024606759.1	1	11681	NW_024606759.1	35
scaff_group035	NW_024606760.1	1	11699	NW_024606760.1	35
scaff_group035	NW_024606761.1	1	11730	NW_024606761.1	35
scaff_group035	NW_024606762.1	1	11737	NW_024606762.1	35
scaff_group035	NW_024606763.1	1	11743	NW_024606763.1	35
scaff_group035	NW_024606764.1	1	11752	NW_024606764.1	35
scaff_group035	NW_024606765.1	1	11777	NW_024606765.1	35
scaff_group035	NW_024606766.1	1	11779	NW_024606766.1	35
scaff_group035	NW_024606767.1	1	11787	NW_024606767.1	35
scaff_group035	NW_024606768.1	1	11793	NW_024606768.1	35
scaff_group035	NW_024606769.1	1	11810	NW_024606769.1	35
scaff_group035	NW_024606770.1	1	11819	NW_024606770.1	35
scaff_group035	NW_024606771.1	1	11821	NW_024606771.1	35
scaff_group035	NW_024606772.1	1	11824	NW_024606772.1	35
scaff_group035	NW_024606773.1	1	11844	NW_024606773.1	35
scaff_group035	NW_024606774.1	1	11859	NW_024606774.1	35
scaff_group035	NW_024606775.1	1	11884	NW_024606775.1	35
scaff_group035	NW_024606776.1	1	11890	NW_024606776.1	35
scaff_group035	NW_024606777.1	1	11890	NW_024606777.1	35
scaff_group035	NW_024606778.1	1	11906	NW_024606778.1	35
scaff_group035	NW_024606779.1	1	11916	NW_024606779.1	35
scaff_group035	NW_024606780.1	1	11923	NW_024606780.1	35
scaff_group035	NW_024606781.1	1	11940	NW_024606781.1	35
scaff_group035	NW_024606782.1	1	11944	NW_024606782.1	35
scaff_group035	NW_024606783.1	1	11947	NW_024606783.1	35
scaff_group035	NW_024606784.1	1	11957	NW_024606784.1	35
scaff_group035	NW_024606785.1	1	11962	NW_024606785.1	35
scaff_group035	NW_024606786.1	1	11967	NW_024606786.1	35
scaff_group035	NW_024606787.1	1	12000	NW_024606787.1	35
scaff_group035	NW_024606788.1	1	12014	NW_024606788.1	35
scaff_group035	NW_024606789.1	1	12039	NW_024606789.1	35
scaff_group035	NW_024606790.1	1	12070	NW_024606790.1	35
scaff_group035	NW_024606791.1	1	12078	NW_024606791.1	35
scaff_group035	NW_024606792.1	1	12099	NW_024606792.1	35
scaff_group035	NW_024606793.1	1	12110	NW_024606793.1	35
scaff_group035	NW_024606794.1	1	12114	NW_024606794.1	35
scaff_group035	NW_024606795.1	1	12123	NW_024606795.1	35
scaff_group035	NW_024606796.1	1	12135	NW_024606796.1	35
scaff_group035	NW_024606797.1	1	12154	NW_024606797.1	35
scaff_group035	NW_024606798.1	1	12169	NW_024606798.1	35
scaff_group035	NW_024606799.1	1	12174	NW_024606799.1	35
scaff_group035	NW_024606800.1	1	12191	NW_024606800.1	35
scaff_group035	NW_024606801.1	1	12196	NW_024606801.1	35
scaff_group035	NW_024606802.1	1	12219	NW_024606802.1	35
scaff_group035	NW_024606803.1	1	12233	NW_024606803.1	35
scaff_group035	NW_024606804.1	1	12254	NW_024606804.1	35
scaff_group035	NW_024606805.1	1	12260	NW_024606805.1	35
scaff_group035	NW_024606806.1	1	12272	NW_024606806.1	35
scaff_group035	NW_024606807.1	1	12290	NW_024606807.1	35
scaff_group035	NW_024606808.1	1	12291	NW_024606808.1	35
scaff_group035	NW_024606809.1	1	12303	NW_024606809.1	35
scaff_group035	NW_024606810.1	1	12310	NW_024606810.1	35
scaff_group035	NW_024606811.1	1	12313	NW_024606811.1	35
scaff_group035	NW_024606812.1	1	12321	NW_024606812.1	35
scaff_group035	NW_024606813.1	1	12324	NW_024606813.1	35
scaff_group035	NW_024606814.1	1	12334	NW_024606814.1	35
scaff_group035	NW_024606815.1	1	12345	NW_024606815.1	35
scaff_group035	NW_024606816.1	1	12350	NW_024606816.1	35
scaff_group035	NW_024606817.1	1	12357	NW_024606817.1	35
scaff_group035	NW_024606818.1	1	12359	NW_024606818.1	35
scaff_group035	NW_024606819.1	1	12394	NW_024606819.1	35
scaff_group035	NW_024606820.1	1	12430	NW_024606820.1	35
scaff_group035	NW_024606821.1	1	12439	NW_024606821.1	35
scaff_group035	NW_024606822.1	1	12449	NW_024606822.1	35
scaff_group035	NW_024606823.1	1	12451	NW_024606823.1	35
scaff_group035	NW_024606824.1	1	12466	NW_024606824.1	35
scaff_group035	NW_024606825.1	1	12492	NW_024606825.1	35
scaff_group035	NW_024606826.1	1	12500	NW_024606826.1	35
scaff_group035	NW_024606827.1	1	12511	NW_024606827.1	35
scaff_group035	NW_024606828.1	1	12515	NW_024606828.1	35
scaff_group035	NW_024606829.1	1	12541	NW_024606829.1	35
scaff_group035	NW_024606830.1	1	12543	NW_024606830.1	35
scaff_group035	NW_024606831.1	1	12555	NW_024606831.1	35
scaff_group035	NW_024606832.1	1	12564	NW_024606832.1	35
scaff_group035	NW_024606833.1	1	12569	NW_024606833.1	35
scaff_group035	NW_024606834.1	1	12570	NW_024606834.1	35
scaff_group035	NW_024606835.1	1	12571	NW_024606835.1	35
scaff_group035	NW_024606836.1	1	12574	NW_024606836.1	35
scaff_group035	NW_024606837.1	1	12575	NW_024606837.1	35
scaff_group035	NW_024606838.1	1	12581	NW_024606838.1	35
scaff_group035	NW_024606839.1	1	12582	NW_024606839.1	35
scaff_group035	NW_024606840.1	1	12599	NW_024606840.1	35
scaff_group035	NW_024606841.1	1	12614	NW_024606841.1	35
scaff_group035	NW_024606842.1	1	12615	NW_024606842.1	35
scaff_group035	NW_024606843.1	1	12631	NW_024606843.1	35
scaff_group035	NW_024606844.1	1	12637	NW_024606844.1	35
scaff_group035	NW_024606845.1	1	12638	NW_024606845.1	35
scaff_group035	NW_024606846.1	1	12641	NW_024606846.1	35
scaff_group035	NW_024606847.1	1	12672	NW_024606847.1	35
scaff_group035	NW_024606848.1	1	12682	NW_024606848.1	35
scaff_group035	NW_024606849.1	1	12699	NW_024606849.1	35
scaff_group035	NW_024606850.1	1	12718	NW_024606850.1	35
scaff_group035	NW_024606851.1	1	12744	NW_024606851.1	35
scaff_group035	NW_024606852.1	1	12760	NW_024606852.1	35
scaff_group035	NW_024606853.1	1	12768	NW_024606853.1	35
scaff_group035	NW_024606854.1	1	12804	NW_024606854.1	35
scaff_group035	NW_024606855.1	1	12810	NW_024606855.1	35
scaff_group035	NW_024606856.1	1	12816	NW_024606856.1	35
scaff_group035	NW_024606857.1	1	12827	NW_024606857.1	35
scaff_group035	NW_024606858.1	1	12832	NW_024606858.1	35
scaff_group035	NW_024606859.1	1	12850	NW_024606859.1	35
scaff_group035	NW_024606860.1	1	12859	NW_024606860.1	35
scaff_group035	NW_024606861.1	1	12861	NW_024606861.1	35
scaff_group035	NW_024606862.1	1	12873	NW_024606862.1	35
scaff_group035	NW_024606863.1	1	12921	NW_024606863.1	35
scaff_group035	NW_024606864.1	1	12925	NW_024606864.1	35
scaff_group035	NW_024606865.1	1	12931	NW_024606865.1	35
scaff_group035	NW_024606866.1	1	12933	NW_024606866.1	35
scaff_group035	NW_024606867.1	1	12936	NW_024606867.1	35
scaff_group035	NW_024606868.1	1	12985	NW_024606868.1	35
scaff_group035	NW_024606869.1	1	13006	NW_024606869.1	35
scaff_group035	NW_024606870.1	1	13013	NW_024606870.1	35
scaff_group035	NW_024606871.1	1	13045	NW_024606871.1	35
scaff_group035	NW_024606872.1	1	13077	NW_024606872.1	35
scaff_group035	NW_024606873.1	1	13081	NW_024606873.1	35
scaff_group035	NW_024606874.1	1	13090	NW_024606874.1	35
scaff_group035	NW_024606875.1	1	13127	NW_024606875.1	35
scaff_group035	NW_024606876.1	1	13136	NW_024606876.1	35
scaff_group035	NW_024606877.1	1	13144	NW_024606877.1	35
scaff_group035	NW_024606878.1	1	13150	NW_024606878.1	35
scaff_group035	NW_024606879.1	1	13150	NW_024606879.1	35
scaff_group035	NW_024606880.1	1	13151	NW_024606880.1	35
scaff_group035	NW_024606881.1	1	13176	NW_024606881.1	35
scaff_group035	NW_024606882.1	1	13234	NW_024606882.1	35
scaff_group035	NW_024606883.1	1	13261	NW_024606883.1	35
scaff_group035	NW_024606884.1	1	13262	NW_024606884.1	35
scaff_group035	NW_024606885.1	1	13273	NW_024606885.1	35
scaff_group035	NW_024606886.1	1	13285	NW_024606886.1	35
scaff_group035	NW_024606887.1	1	13289	NW_024606887.1	35
scaff_group035	NW_024606888.1	1	13300	NW_024606888.1	35
scaff_group035	NW_024606889.1	1	13330	NW_024606889.1	35
scaff_group035	NW_024606890.1	1	13332	NW_024606890.1	35
scaff_group035	NW_024606891.1	1	13430	NW_024606891.1	35
scaff_group035	NW_024606892.1	1	13440	NW_024606892.1	35
scaff_group035	NW_024606893.1	1	13443	NW_024606893.1	35
scaff_group035	NW_024606894.1	1	13446	NW_024606894.1	35
scaff_group035	NW_024606895.1	1	13470	NW_024606895.1	35
scaff_group035	NW_024606896.1	1	13474	NW_024606896.1	35
scaff_group035	NW_024606897.1	1	13487	NW_024606897.1	35
scaff_group035	NW_024606898.1	1	13508	NW_024606898.1	35
scaff_group035	NW_024606899.1	1	13522	NW_024606899.1	35
scaff_group035	NW_024606900.1	1	13529	NW_024606900.1	35
scaff_group035	NW_024606901.1	1	13530	NW_024606901.1	35
scaff_group035	NW_024606902.1	1	13545	NW_024606902.1	35
scaff_group035	NW_024606903.1	1	13569	NW_024606903.1	35
scaff_group035	NW_024606904.1	1	13577	NW_024606904.1	35
scaff_group035	NW_024606905.1	1	13590	NW_024606905.1	35
scaff_group035	NW_024606906.1	1	13591	NW_024606906.1	35
scaff_group035	NW_024606907.1	1	13597	NW_024606907.1	35
scaff_group035	NW_024606908.1	1	13619	NW_024606908.1	35
scaff_group035	NW_024606909.1	1	13632	NW_024606909.1	35
scaff_group035	NW_024606910.1	1	13638	NW_024606910.1	35
scaff_group035	NW_024606911.1	1	13646	NW_024606911.1	35
scaff_group035	NW_024606912.1	1	13670	NW_024606912.1	35
scaff_group035	NW_024606913.1	1	13686	NW_024606913.1	35
scaff_group035	NW_024606914.1	1	13712	NW_024606914.1	35
scaff_group035	NW_024606915.1	1	13729	NW_024606915.1	35
scaff_group035	NW_024606916.1	1	13779	NW_024606916.1	35
scaff_group035	NW_024606917.1	1	13789	NW_024606917.1	35
scaff_group035	NW_024606918.1	1	13795	NW_024606918.1	35
scaff_group035	NW_024606919.1	1	13860	NW_024606919.1	35
scaff_group035	NW_024606920.1	1	13861	NW_024606920.1	35
scaff_group035	NW_024606921.1	1	13869	NW_024606921.1	35
scaff_group035	NW_024606922.1	1	13890	NW_024606922.1	35
scaff_group035	NW_024606923.1	1	13891	NW_024606923.1	35
scaff_group035	NW_024606924.1	1	13905	NW_024606924.1	35
scaff_group035	NW_024606925.1	1	13964	NW_024606925.1	35
scaff_group035	NW_024606926.1	1	13976	NW_024606926.1	35
scaff_group035	NW_024606927.1	1	13979	NW_024606927.1	35
scaff_group035	NW_024606928.1	1	13993	NW_024606928.1	35
scaff_group035	NW_024606929.1	1	14014	NW_024606929.1	35
scaff_group035	NW_024606930.1	1	14020	NW_024606930.1	35
scaff_group035	NW_024606931.1	1	14042	NW_024606931.1	35
scaff_group035	NW_024606932.1	1	14049	NW_024606932.1	35
scaff_group035	NW_024606933.1	1	14050	NW_024606933.1	35
scaff_group035	NW_024606934.1	1	14069	NW_024606934.1	35
scaff_group035	NW_024606935.1	1	14075	NW_024606935.1	35
scaff_group035	NW_024606936.1	1	14091	NW_024606936.1	35
scaff_group035	NW_024606937.1	1	14123	NW_024606937.1	35
scaff_group035	NW_024606938.1	1	14211	NW_024606938.1	35
scaff_group035	NW_024606939.1	1	14213	NW_024606939.1	35
scaff_group035	NW_024606940.1	1	14226	NW_024606940.1	35
scaff_group035	NW_024606941.1	1	14251	NW_024606941.1	35
scaff_group035	NW_024606942.1	1	14258	NW_024606942.1	35
scaff_group035	NW_024606943.1	1	14261	NW_024606943.1	35
scaff_group035	NW_024606944.1	1	14262	NW_024606944.1	35
scaff_group035	NW_024606945.1	1	14297	NW_024606945.1	35
scaff_group035	NW_024606946.1	1	14311	NW_024606946.1	35
scaff_group035	NW_024606947.1	1	14324	NW_024606947.1	35
scaff_group035	NW_024606948.1	1	14335	NW_024606948.1	35
scaff_group035	NW_024606949.1	1	14340	NW_024606949.1	35
scaff_group035	NW_024606950.1	1	14356	NW_024606950.1	35
scaff_group035	NW_024606951.1	1	14357	NW_024606951.1	35
scaff_group035	NW_024606952.1	1	14374	NW_024606952.1	35
scaff_group035	NW_024606953.1	1	14386	NW_024606953.1	35
scaff_group035	NW_024606954.1	1	14416	NW_024606954.1	35
scaff_group035	NW_024606955.1	1	14428	NW_024606955.1	35
scaff_group035	NW_024606956.1	1	14487	NW_024606956.1	35
scaff_group035	NW_024606957.1	1	14489	NW_024606957.1	35
scaff_group035	NW_024606958.1	1	14499	NW_024606958.1	35
scaff_group035	NW_024606959.1	1	14499	NW_024606959.1	35
scaff_group035	NW_024606960.1	1	14509	NW_024606960.1	35
scaff_group035	NW_024606961.1	1	14529	NW_024606961.1	35
scaff_group035	NW_024606962.1	1	14555	NW_024606962.1	35
scaff_group035	NW_024606963.1	1	14564	NW_024606963.1	35
scaff_group035	NW_024606964.1	1	14576	NW_024606964.1	35
scaff_group035	NW_024606965.1	1	14586	NW_024606965.1	35
scaff_group035	NW_024606966.1	1	14617	NW_024606966.1	35
scaff_group035	NW_024606967.1	1	14622	NW_024606967.1	35
scaff_group035	NW_024606968.1	1	14629	NW_024606968.1	35
scaff_group035	NW_024606969.1	1	14666	NW_024606969.1	35
scaff_group035	NW_024606970.1	1	14700	NW_024606970.1	35
scaff_group035	NW_024606971.1	1	14735	NW_024606971.1	35
scaff_group035	NW_024606972.1	1	14738	NW_024606972.1	35
scaff_group035	NW_024606973.1	1	14740	NW_024606973.1	35
scaff_group035	NW_024606974.1	1	14772	NW_024606974.1	35
scaff_group035	NW_024606975.1	1	14797	NW_024606975.1	35
scaff_group035	NW_024606976.1	1	14808	NW_024606976.1	35
scaff_group035	NW_024606977.1	1	14836	NW_024606977.1	35
scaff_group035	NW_024606978.1	1	14839	NW_024606978.1	35
scaff_group035	NW_024606979.1	1	14849	NW_024606979.1	35
scaff_group035	NW_024606980.1	1	14874	NW_024606980.1	35
scaff_group035	NW_024606981.1	1	14891	NW_024606981.1	35
scaff_group035	NW_024606982.1	1	14905	NW_024606982.1	35
scaff_group035	NW_024606983.1	1	14924	NW_024606983.1	35
scaff_group035	NW_024606984.1	1	14927	NW_024606984.1	35
scaff_group035	NW_024606985.1	1	14939	NW_024606985.1	35
scaff_group035	NW_024606986.1	1	14943	NW_024606986.1	35
scaff_group035	NW_024606987.1	1	14944	NW_024606987.1	35
scaff_group035	NW_024606988.1	1	15021	NW_024606988.1	35
scaff_group035	NW_024606989.1	1	15046	NW_024606989.1	35
scaff_group035	NW_024606990.1	1	15047	NW_024606990.1	35
scaff_group035	NW_024606991.1	1	15066	NW_024606991.1	35
scaff_group035	NW_024606992.1	1	15102	NW_024606992.1	35
scaff_group035	NW_024606993.1	1	15125	NW_024606993.1	35
scaff_group035	NW_024606994.1	1	15154	NW_024606994.1	35
scaff_group035	NW_024606995.1	1	15183	NW_024606995.1	35
scaff_group035	NW_024606996.1	1	15196	NW_024606996.1	35
scaff_group035	NW_024606997.1	1	15204	NW_024606997.1	35
scaff_group035	NW_024606998.1	1	15223	NW_024606998.1	35
scaff_group035	NW_024606999.1	1	15255	NW_024606999.1	35
scaff_group035	NW_024607000.1	1	15270	NW_024607000.1	35
scaff_group035	NW_024607001.1	1	15336	NW_024607001.1	35
scaff_group035	NW_024607002.1	1	15343	NW_024607002.1	35
scaff_group035	NW_024607003.1	1	15348	NW_024607003.1	35
scaff_group035	NW_024607004.1	1	15371	NW_024607004.1	35
scaff_group035	NW_024607005.1	1	15402	NW_024607005.1	35
scaff_group035	NW_024607006.1	1	15482	NW_024607006.1	35
scaff_group035	NW_024607007.1	1	15527	NW_024607007.1	35
scaff_group035	NW_024607008.1	1	15553	NW_024607008.1	35
scaff_group035	NW_024607009.1	1	15576	NW_024607009.1	35
scaff_group035	NW_024607010.1	1	15579	NW_024607010.1	35
scaff_group035	NW_024607011.1	1	15627	NW_024607011.1	35
scaff_group035	NW_024607012.1	1	15664	NW_024607012.1	35
scaff_group035	NW_024607013.1	1	15691	NW_024607013.1	35
scaff_group035	NW_024607014.1	1	15698	NW_024607014.1	35
scaff_group035	NW_024607015.1	1	15746	NW_024607015.1	35
scaff_group035	NW_024607016.1	1	15746	NW_024607016.1	35
scaff_group035	NW_024607017.1	1	15782	NW_024607017.1	35
scaff_group035	NW_024607018.1	1	15790	NW_024607018.1	35
scaff_group035	NW_024607019.1	1	15823	NW_024607019.1	35
scaff_group035	NW_024607020.1	1	15825	NW_024607020.1	35
scaff_group035	NW_024607021.1	1	15845	NW_024607021.1	35
