id	chrom	start	stop	angsd_chrom	mh_label
scaff_group020	NW_026458995.1	1	69667	NW_026458995.1	20
scaff_group020	NW_026458996.1	1	67577	NW_026458996.1	20
scaff_group020	NW_026458997.1	1	54780	NW_026458997.1	20
scaff_group020	NW_026458998.1	1	80135	NW_026458998.1	20
scaff_group020	NW_026458999.1	1	77091	NW_026458999.1	20
scaff_group020	NW_026459000.1	1	74770	NW_026459000.1	20
scaff_group020	NW_026459001.1	1	61458	NW_026459001.1	20
scaff_group020	NW_026459002.1	1	65479	NW_026459002.1	20
scaff_group020	NW_026459003.1	1	72541	NW_026459003.1	20
scaff_group020	NW_026459004.1	1	76736	NW_026459004.1	20
scaff_group020	NW_026459005.1	1	58943	NW_026459005.1	20
scaff_group020	NW_026459006.1	1	74569	NW_026459006.1	20
scaff_group020	NW_026459007.1	1	67445	NW_026459007.1	20
scaff_group020	NW_026459008.1	1	71777	NW_026459008.1	20
scaff_group020	NW_026459009.1	1	61537	NW_026459009.1	20
scaff_group020	NW_026459010.1	1	75579	NW_026459010.1	20
scaff_group020	NW_026459011.1	1	60934	NW_026459011.1	20
scaff_group020	NW_026459012.1	1	73804	NW_026459012.1	20
scaff_group020	NW_026459013.1	1	67535	NW_026459013.1	20
scaff_group020	NW_026459014.1	1	69710	NW_026459014.1	20
scaff_group020	NW_026459015.1	1	58242	NW_026459015.1	20
scaff_group020	NW_026459016.1	1	82186	NW_026459016.1	20
scaff_group020	NW_026459017.1	1	54598	NW_026459017.1	20
scaff_group020	NW_026459018.1	1	79156	NW_026459018.1	20
scaff_group020	NW_026459019.1	1	76676	NW_026459019.1	20
scaff_group020	NW_026459020.1	1	68108	NW_026459020.1	20
scaff_group020	NW_026459021.1	1	63282	NW_026459021.1	20
scaff_group020	NW_026459022.1	1	55868	NW_026459022.1	20
scaff_group020	NW_026459023.1	1	71796	NW_026459023.1	20
scaff_group020	NW_026459024.1	1	75428	NW_026459024.1	20
scaff_group020	NW_026459025.1	1	67894	NW_026459025.1	20
scaff_group020	NW_026459026.1	1	63498	NW_026459026.1	20
scaff_group020	NW_026459027.1	1	59538	NW_026459027.1	20
scaff_group020	NW_026459028.1	1	65485	NW_026459028.1	20
scaff_group020	NW_026459030.1	1	72279	NW_026459030.1	20
scaff_group020	NW_026459031.1	1	68528	NW_026459031.1	20
scaff_group020	NW_026459032.1	1	72709	NW_026459032.1	20
scaff_group020	NW_026459033.1	1	65782	NW_026459033.1	20
scaff_group020	NW_026459034.1	1	66642	NW_026459034.1	20
scaff_group020	NW_026459035.1	1	69253	NW_026459035.1	20
scaff_group020	NW_026459036.1	1	63860	NW_026459036.1	20
scaff_group020	NW_026459037.1	1	68399	NW_026459037.1	20
scaff_group020	NW_026459038.1	1	68130	NW_026459038.1	20
scaff_group020	NW_026459039.1	1	69627	NW_026459039.1	20
scaff_group020	NW_026459040.1	1	73386	NW_026459040.1	20
scaff_group020	NW_026459041.1	1	78060	NW_026459041.1	20
scaff_group020	NW_026459042.1	1	59057	NW_026459042.1	20
scaff_group020	NW_026459043.1	1	73826	NW_026459043.1	20
scaff_group020	NW_026459044.1	1	53163	NW_026459044.1	20
scaff_group020	NW_026459045.1	1	70813	NW_026459045.1	20
scaff_group020	NW_026459046.1	1	66310	NW_026459046.1	20
scaff_group020	NW_026459047.1	1	66540	NW_026459047.1	20
scaff_group020	NW_026459048.1	1	61893	NW_026459048.1	20
scaff_group020	NW_026459049.1	1	67604	NW_026459049.1	20
scaff_group020	NW_026459050.1	1	64662	NW_026459050.1	20
scaff_group020	NW_026459051.1	1	63177	NW_026459051.1	20
scaff_group020	NW_026459052.1	1	75435	NW_026459052.1	20
scaff_group020	NW_026459053.1	1	61386	NW_026459053.1	20
scaff_group020	NW_026459054.1	1	70567	NW_026459054.1	20
scaff_group020	NW_026459056.1	1	67926	NW_026459056.1	20
scaff_group020	NW_026459057.1	1	63588	NW_026459057.1	20
scaff_group020	NW_026459058.1	1	66280	NW_026459058.1	20
scaff_group020	NW_026459059.1	1	53885	NW_026459059.1	20
scaff_group020	NW_026459060.1	1	69281	NW_026459060.1	20
scaff_group020	NW_026459061.1	1	74712	NW_026459061.1	20
scaff_group020	NW_026459063.1	1	69874	NW_026459063.1	20
scaff_group020	NW_026459064.1	1	44330	NW_026459064.1	20
scaff_group020	NW_026459065.1	1	70763	NW_026459065.1	20
scaff_group020	NW_026459066.1	1	77725	NW_026459066.1	20
scaff_group020	NW_026459067.1	1	51766	NW_026459067.1	20
scaff_group020	NW_026459068.1	1	68511	NW_026459068.1	20
scaff_group020	NW_026459069.1	1	72923	NW_026459069.1	20
scaff_group020	NW_026459070.1	1	67554	NW_026459070.1	20
scaff_group020	NW_026459071.1	1	71109	NW_026459071.1	20
scaff_group020	NW_026459072.1	1	36916	NW_026459072.1	20
scaff_group020	NW_026459074.1	1	63048	NW_026459074.1	20
scaff_group020	NW_026459075.1	1	66068	NW_026459075.1	20
scaff_group020	NW_026459076.1	1	90911	NW_026459076.1	20
scaff_group020	NW_026459077.1	1	69842	NW_026459077.1	20
scaff_group020	NW_026459078.1	1	59482	NW_026459078.1	20
scaff_group020	NW_026459079.1	1	74201	NW_026459079.1	20
scaff_group020	NW_026459080.1	1	75443	NW_026459080.1	20
scaff_group020	NW_026459081.1	1	34528	NW_026459081.1	20
scaff_group020	NW_026459082.1	1	50229	NW_026459082.1	20
scaff_group020	NW_026459083.1	1	11053	NW_026459083.1	20
scaff_group020	NW_026459084.1	1	68252	NW_026459084.1	20
scaff_group020	NW_026459086.1	1	68886	NW_026459086.1	20
scaff_group020	NW_026459089.1	1	73408	NW_026459089.1	20
scaff_group020	NW_026459090.1	1	73432	NW_026459090.1	20
scaff_group020	NW_026459094.1	1	73831	NW_026459094.1	20
scaff_group020	NW_026459095.1	1	63914	NW_026459095.1	20
scaff_group020	NW_026459096.1	1	11642	NW_026459096.1	20
scaff_group020	NW_026459097.1	1	62262	NW_026459097.1	20
scaff_group020	NW_026459099.1	1	70115	NW_026459099.1	20
scaff_group020	NW_026459104.1	1	12658	NW_026459104.1	20
scaff_group020	NW_026459105.1	1	67466	NW_026459105.1	20
scaff_group020	NW_026459106.1	1	65581	NW_026459106.1	20
scaff_group020	NW_026459109.1	1	68946	NW_026459109.1	20
scaff_group020	NW_026459111.1	1	67059	NW_026459111.1	20
scaff_group020	NW_026459113.1	1	75088	NW_026459113.1	20
scaff_group020	NW_026459115.1	1	15939	NW_026459115.1	20
scaff_group020	NW_026459116.1	1	59397	NW_026459116.1	20
scaff_group020	NW_026459117.1	1	75582	NW_026459117.1	20
scaff_group020	NW_026459120.1	1	72909	NW_026459120.1	20
scaff_group020	NW_026459121.1	1	15363	NW_026459121.1	20
scaff_group020	NW_026459123.1	1	72034	NW_026459123.1	20
scaff_group020	NW_026459126.1	1	67296	NW_026459126.1	20
scaff_group020	NW_026459128.1	1	68259	NW_026459128.1	20
scaff_group020	NW_026459129.1	1	67050	NW_026459129.1	20
scaff_group020	NW_026459130.1	1	76658	NW_026459130.1	20
scaff_group020	NW_026459131.1	1	15193	NW_026459131.1	20
scaff_group020	NW_026459136.1	1	66902	NW_026459136.1	20
scaff_group020	NW_026459138.1	1	65530	NW_026459138.1	20
scaff_group020	NW_026459139.1	1	69340	NW_026459139.1	20
scaff_group020	NW_026459141.1	1	65022	NW_026459141.1	20
scaff_group020	NW_026459142.1	1	70696	NW_026459142.1	20
scaff_group020	NW_026459143.1	1	14888	NW_026459143.1	20
scaff_group020	NW_026459145.1	1	61998	NW_026459145.1	20
scaff_group020	NW_026459146.1	1	70839	NW_026459146.1	20
scaff_group020	NW_026459148.1	1	71029	NW_026459148.1	20
scaff_group020	NW_026459150.1	1	74332	NW_026459150.1	20
scaff_group020	NW_026459153.1	1	68660	NW_026459153.1	20
scaff_group020	NW_026459155.1	1	71443	NW_026459155.1	20
scaff_group020	NW_026459156.1	1	68179	NW_026459156.1	20
scaff_group020	NW_026459158.1	1	66431	NW_026459158.1	20
scaff_group020	NW_026459160.1	1	68261	NW_026459160.1	20
scaff_group020	NW_026459161.1	1	73726	NW_026459161.1	20
scaff_group020	NW_026459163.1	1	68500	NW_026459163.1	20
scaff_group020	NW_026459164.1	1	68261	NW_026459164.1	20
scaff_group020	NW_026459167.1	1	64850	NW_026459167.1	20
scaff_group020	NW_026459168.1	1	13199	NW_026459168.1	20
scaff_group020	NW_026459169.1	1	56003	NW_026459169.1	20
scaff_group020	NW_026459170.1	1	69178	NW_026459170.1	20
scaff_group020	NW_026459171.1	1	76922	NW_026459171.1	20
scaff_group020	NW_026459173.1	1	60776	NW_026459173.1	20
scaff_group020	NW_026459174.1	1	69585	NW_026459174.1	20
scaff_group020	NW_026459176.1	1	62017	NW_026459176.1	20
scaff_group020	NW_026459177.1	1	69610	NW_026459177.1	20
scaff_group020	NW_026459178.1	1	69240	NW_026459178.1	20
scaff_group020	NW_026459181.1	1	20904	NW_026459181.1	20
scaff_group020	NW_026459182.1	1	14344	NW_026459182.1	20
scaff_group020	NW_026459183.1	1	55674	NW_026459183.1	20
scaff_group020	NW_026459184.1	1	70021	NW_026459184.1	20
scaff_group020	NW_026459186.1	1	66258	NW_026459186.1	20
scaff_group020	NW_026459189.1	1	69131	NW_026459189.1	20
scaff_group020	NW_026459191.1	1	67637	NW_026459191.1	20
scaff_group020	NW_026459192.1	1	61918	NW_026459192.1	20
scaff_group020	NW_026459195.1	1	62193	NW_026459195.1	20
scaff_group020	NW_026459197.1	1	72513	NW_026459197.1	20
scaff_group020	NW_026459198.1	1	13906	NW_026459198.1	20
scaff_group020	NW_026459199.1	1	58697	NW_026459199.1	20
scaff_group020	NW_026459200.1	1	10537	NW_026459200.1	20
scaff_group020	NW_026459201.1	1	62121	NW_026459201.1	20
scaff_group020	NW_026459202.1	1	70490	NW_026459202.1	20
scaff_group020	NW_026459203.1	1	62365	NW_026459203.1	20
scaff_group020	NW_026459204.1	1	62765	NW_026459204.1	20
scaff_group020	NW_026459205.1	1	62829	NW_026459205.1	20
scaff_group020	NW_026459206.1	1	62892	NW_026459206.1	20
scaff_group020	NW_026459208.1	1	63708	NW_026459208.1	20
scaff_group020	NW_026459210.1	1	76230	NW_026459210.1	20
scaff_group020	NW_026459211.1	1	11086	NW_026459211.1	20
scaff_group020	NW_026459212.1	1	54314	NW_026459212.1	20
scaff_group020	NW_026459214.1	1	65585	NW_026459214.1	20
scaff_group020	NW_026459215.1	1	65992	NW_026459215.1	20
scaff_group020	NW_026459218.1	1	63591	NW_026459218.1	20
scaff_group020	NW_026459219.1	1	66753	NW_026459219.1	20
scaff_group020	NW_026459220.1	1	58883	NW_026459220.1	20
scaff_group020	NW_026459221.1	1	66608	NW_026459221.1	20
scaff_group020	NW_026459223.1	1	64718	NW_026459223.1	20
scaff_group020	NW_026459224.1	1	67642	NW_026459224.1	20
scaff_group020	NW_026459227.1	1	61233	NW_026459227.1	20
scaff_group020	NW_026459228.1	1	62333	NW_026459228.1	20
scaff_group020	NW_026459229.1	1	56422	NW_026459229.1	20
scaff_group020	NW_026459230.1	1	56582	NW_026459230.1	20
scaff_group020	NW_026459231.1	1	56621	NW_026459231.1	20
scaff_group020	NW_026459232.1	1	56695	NW_026459232.1	20
scaff_group020	NW_026459233.1	1	56858	NW_026459233.1	20
scaff_group020	NW_026459234.1	1	56838	NW_026459234.1	20
scaff_group020	NW_026459235.1	1	56823	NW_026459235.1	20
scaff_group020	NW_026459236.1	1	57116	NW_026459236.1	20
scaff_group020	NW_026459237.1	1	57433	NW_026459237.1	20
scaff_group020	NW_026459238.1	1	57516	NW_026459238.1	20
scaff_group020	NW_026459239.1	1	63750	NW_026459239.1	20
scaff_group020	NW_026459241.1	1	62736	NW_026459241.1	20
scaff_group020	NW_026459242.1	1	64026	NW_026459242.1	20
scaff_group020	NW_026459243.1	1	64055	NW_026459243.1	20
scaff_group020	NW_026459244.1	1	11934	NW_026459244.1	20
scaff_group020	NW_026459245.1	1	64176	NW_026459245.1	20
scaff_group020	NW_026459247.1	1	62909	NW_026459247.1	20
scaff_group020	NW_026459248.1	1	67803	NW_026459248.1	20
scaff_group020	NW_026459250.1	1	62180	NW_026459250.1	20
scaff_group020	NW_026459252.1	1	57903	NW_026459252.1	20
scaff_group020	NW_026459253.1	1	58079	NW_026459253.1	20
scaff_group020	NW_026459254.1	1	58399	NW_026459254.1	20
scaff_group020	NW_026459255.1	1	58447	NW_026459255.1	20
scaff_group020	NW_026459256.1	1	58538	NW_026459256.1	20
scaff_group020	NW_026459257.1	1	58511	NW_026459257.1	20
scaff_group020	NW_026459258.1	1	58966	NW_026459258.1	20
scaff_group020	NW_026459259.1	1	75437	NW_026459259.1	20
scaff_group020	NW_026459260.1	1	59030	NW_026459260.1	20
scaff_group020	NW_026459261.1	1	59036	NW_026459261.1	20
scaff_group020	NW_026459262.1	1	59138	NW_026459262.1	20
scaff_group020	NW_026459263.1	1	59340	NW_026459263.1	20
scaff_group020	NW_026459265.1	1	55499	NW_026459265.1	20
scaff_group020	NW_026459266.1	1	59521	NW_026459266.1	20
scaff_group020	NW_026459268.1	1	51118	NW_026459268.1	20
scaff_group020	NW_026459270.1	1	67767	NW_026459270.1	20
scaff_group020	NW_026459271.1	1	52654	NW_026459271.1	20
scaff_group020	NW_026459272.1	1	59747	NW_026459272.1	20
scaff_group020	NW_026459273.1	1	59836	NW_026459273.1	20
scaff_group020	NW_026459274.1	1	60122	NW_026459274.1	20
scaff_group020	NW_026459275.1	1	60202	NW_026459275.1	20
scaff_group020	NW_026459276.1	1	60575	NW_026459276.1	20
scaff_group020	NW_026459277.1	1	60794	NW_026459277.1	20
scaff_group020	NW_026459278.1	1	60798	NW_026459278.1	20
scaff_group020	NW_026459280.1	1	61178	NW_026459280.1	20
scaff_group020	NW_026459282.1	1	76676	NW_026459282.1	20
scaff_group020	NW_026459283.1	1	61186	NW_026459283.1	20
scaff_group020	NW_026459285.1	1	61960	NW_026459285.1	20
scaff_group020	NW_026459287.1	1	19183	NW_026459287.1	20
scaff_group020	NW_026459288.1	1	22751	NW_026459288.1	20
scaff_group020	NW_026459289.1	1	22815	NW_026459289.1	20
scaff_group020	NW_026459292.1	1	69892	NW_026459292.1	20
scaff_group020	NW_026459293.1	1	21280	NW_026459293.1	20
scaff_group020	NW_026459295.1	1	23012	NW_026459295.1	20
scaff_group020	NW_026459297.1	1	23044	NW_026459297.1	20
scaff_group020	NW_026459299.1	1	18915	NW_026459299.1	20
scaff_group020	NW_026459300.1	1	23152	NW_026459300.1	20
scaff_group020	NW_026459302.1	1	62707	NW_026459302.1	20
scaff_group020	NW_026459303.1	1	10039	NW_026459303.1	20
scaff_group020	NW_026459304.1	1	14315	NW_026459304.1	20
scaff_group020	NW_026459306.1	1	14860	NW_026459306.1	20
scaff_group020	NW_026459308.1	1	21365	NW_026459308.1	20
scaff_group020	NW_026459309.1	1	24509	NW_026459309.1	20
scaff_group020	NW_026459311.1	1	66232	NW_026459311.1	20
scaff_group020	NW_026459314.1	1	23639	NW_026459314.1	20
scaff_group020	NW_026459318.1	1	21616	NW_026459318.1	20
scaff_group020	NW_026459320.1	1	71008	NW_026459320.1	20
scaff_group020	NW_026459323.1	1	12860	NW_026459323.1	20
scaff_group020	NW_026459324.1	1	12166	NW_026459324.1	20
scaff_group020	NW_026459327.1	1	20221	NW_026459327.1	20
scaff_group020	NW_026459328.1	1	64872	NW_026459328.1	20
scaff_group020	NW_026459329.1	1	24686	NW_026459329.1	20
scaff_group020	NW_026459331.1	1	21265	NW_026459331.1	20
scaff_group020	NW_026459333.1	1	20293	NW_026459333.1	20
scaff_group020	NW_026459334.1	1	23941	NW_026459334.1	20
scaff_group020	NW_026459336.1	1	24115	NW_026459336.1	20
scaff_group020	NW_026459337.1	1	65563	NW_026459337.1	20
scaff_group020	NW_026459338.1	1	23639	NW_026459338.1	20
scaff_group020	NW_026459342.1	1	21012	NW_026459342.1	20
scaff_group020	NW_026459343.1	1	23211	NW_026459343.1	20
scaff_group020	NW_026459345.1	1	21757	NW_026459345.1	20
scaff_group020	NW_026459347.1	1	61210	NW_026459347.1	20
scaff_group020	NW_026459348.1	1	23326	NW_026459348.1	20
scaff_group020	NW_026459349.1	1	23320	NW_026459349.1	20
scaff_group020	NW_026459350.1	1	22663	NW_026459350.1	20
scaff_group020	NW_026459353.1	1	23428	NW_026459353.1	20
scaff_group020	NW_026459356.1	1	58635	NW_026459356.1	20
scaff_group020	NW_026459357.1	1	21836	NW_026459357.1	20
scaff_group020	NW_026459359.1	1	21377	NW_026459359.1	20
scaff_group020	NW_026459361.1	1	12014	NW_026459361.1	20
scaff_group020	NW_026459362.1	1	21775	NW_026459362.1	20
scaff_group020	NW_026459364.1	1	21781	NW_026459364.1	20
scaff_group020	NW_026459365.1	1	20818	NW_026459365.1	20
scaff_group020	NW_026459366.1	1	67763	NW_026459366.1	20
scaff_group020	NW_026459367.1	1	21851	NW_026459367.1	20
scaff_group020	NW_026459369.1	1	21904	NW_026459369.1	20
scaff_group020	NW_026459370.1	1	21932	NW_026459370.1	20
scaff_group020	NW_026459372.1	1	21993	NW_026459372.1	20
scaff_group020	NW_026459373.1	1	21413	NW_026459373.1	20
scaff_group020	NW_026459374.1	1	21354	NW_026459374.1	20
scaff_group020	NW_026459376.1	1	75126	NW_026459376.1	20
scaff_group020	NW_026459378.1	1	19065	NW_026459378.1	20
scaff_group020	NW_026459379.1	1	22248	NW_026459379.1	20
scaff_group020	NW_026459380.1	1	22399	NW_026459380.1	20
scaff_group020	NW_026459381.1	1	22461	NW_026459381.1	20
scaff_group020	NW_026459383.1	1	22571	NW_026459383.1	20
scaff_group020	NW_026459384.1	1	22581	NW_026459384.1	20
scaff_group020	NW_026459387.1	1	77703	NW_026459387.1	20
scaff_group020	NW_026459392.1	1	23637	NW_026459392.1	20
scaff_group020	NW_026459393.1	1	23659	NW_026459393.1	20
scaff_group020	NW_026459394.1	1	67328	NW_026459394.1	20
scaff_group020	NW_026459395.1	1	19978	NW_026459395.1	20
scaff_group020	NW_026459396.1	1	23119	NW_026459396.1	20
scaff_group020	NW_026459398.1	1	23552	NW_026459398.1	20
scaff_group020	NW_026459400.1	1	22069	NW_026459400.1	20
scaff_group020	NW_026459403.1	1	70679	NW_026459403.1	20
scaff_group020	NW_026459404.1	1	20158	NW_026459404.1	20
scaff_group020	NW_026459406.1	1	20388	NW_026459406.1	20
scaff_group020	NW_026459407.1	1	10127	NW_026459407.1	20
scaff_group020	NW_026459409.1	1	12290	NW_026459409.1	20
scaff_group020	NW_026459411.1	1	11738	NW_026459411.1	20
scaff_group020	NW_026459413.1	1	72545	NW_026459413.1	20
scaff_group020	NW_026459414.1	1	20579	NW_026459414.1	20
scaff_group020	NW_026459415.1	1	20597	NW_026459415.1	20
scaff_group020	NW_026459416.1	1	12063	NW_026459416.1	20
scaff_group020	NW_026459417.1	1	19302	NW_026459417.1	20
scaff_group020	NW_026459419.1	1	19688	NW_026459419.1	20
scaff_group020	NW_026459421.1	1	10793	NW_026459421.1	20
scaff_group020	NW_026459422.1	1	10293	NW_026459422.1	20
scaff_group020	NW_026459423.1	1	11112	NW_026459423.1	20
scaff_group020	NW_026459424.1	1	67078	NW_026459424.1	20
scaff_group020	NW_026459425.1	1	19938	NW_026459425.1	20
scaff_group020	NW_026459426.1	1	19988	NW_026459426.1	20
scaff_group020	NW_026459427.1	1	20040	NW_026459427.1	20
scaff_group020	NW_026459428.1	1	20045	NW_026459428.1	20
scaff_group020	NW_026459430.1	1	16644	NW_026459430.1	20
scaff_group020	NW_026459431.1	1	17693	NW_026459431.1	20
scaff_group020	NW_026459433.1	1	14791	NW_026459433.1	20
scaff_group020	NW_026459434.1	1	17679	NW_026459434.1	20
scaff_group020	NW_026459435.1	1	41027	NW_026459435.1	20
scaff_group020	NW_026459439.1	1	17793	NW_026459439.1	20
scaff_group020	NW_026459444.1	1	17969	NW_026459444.1	20
scaff_group020	NW_026459445.1	1	18136	NW_026459445.1	20
scaff_group020	NW_026459446.1	1	77799	NW_026459446.1	20
scaff_group020	NW_026459448.1	1	11871	NW_026459448.1	20
scaff_group020	NW_026459449.1	1	18096	NW_026459449.1	20
scaff_group020	NW_026459450.1	1	18175	NW_026459450.1	20
scaff_group020	NW_026459451.1	1	18217	NW_026459451.1	20
scaff_group020	NW_026459452.1	1	18270	NW_026459452.1	20
scaff_group020	NW_026459453.1	1	18351	NW_026459453.1	20
scaff_group020	NW_026459454.1	1	18361	NW_026459454.1	20
scaff_group020	NW_026459455.1	1	18401	NW_026459455.1	20
scaff_group020	NW_026459457.1	1	65219	NW_026459457.1	20
scaff_group020	NW_026459459.1	1	18440	NW_026459459.1	20
scaff_group020	NW_026459461.1	1	13329	NW_026459461.1	20
scaff_group020	NW_026459463.1	1	10509	NW_026459463.1	20
scaff_group020	NW_026459464.1	1	18544	NW_026459464.1	20
scaff_group020	NW_026459466.1	1	18646	NW_026459466.1	20
scaff_group020	NW_026459468.1	1	77635	NW_026459468.1	20
scaff_group020	NW_026459469.1	1	18739	NW_026459469.1	20
scaff_group020	NW_026459470.1	1	18813	NW_026459470.1	20
scaff_group020	NW_026459472.1	1	14415	NW_026459472.1	20
scaff_group020	NW_026459474.1	1	20649	NW_026459474.1	20
scaff_group020	NW_026459476.1	1	11955	NW_026459476.1	20
scaff_group020	NW_026459477.1	1	20740	NW_026459477.1	20
scaff_group020	NW_026459479.1	1	70688	NW_026459479.1	20
scaff_group020	NW_026459480.1	1	11672	NW_026459480.1	20
scaff_group020	NW_026459482.1	1	20766	NW_026459482.1	20
scaff_group020	NW_026459484.1	1	21229	NW_026459484.1	20
scaff_group020	NW_026459485.1	1	18824	NW_026459485.1	20
scaff_group020	NW_026459487.1	1	10211	NW_026459487.1	20
scaff_group020	NW_026459488.1	1	70913	NW_026459488.1	20
scaff_group020	NW_026459489.1	1	18940	NW_026459489.1	20
scaff_group020	NW_026459490.1	1	18907	NW_026459490.1	20
scaff_group020	NW_026459491.1	1	18916	NW_026459491.1	20
scaff_group020	NW_026459492.1	1	12603	NW_026459492.1	20
scaff_group020	NW_026459493.1	1	19045	NW_026459493.1	20
scaff_group020	NW_026459495.1	1	14965	NW_026459495.1	20
scaff_group020	NW_026459496.1	1	19241	NW_026459496.1	20
scaff_group020	NW_026459498.1	1	10878	NW_026459498.1	20
scaff_group020	NW_026459499.1	1	67507	NW_026459499.1	20
scaff_group020	NW_026459500.1	1	16502	NW_026459500.1	20
scaff_group020	NW_026459501.1	1	16611	NW_026459501.1	20
scaff_group020	NW_026459502.1	1	16650	NW_026459502.1	20
scaff_group020	NW_026459503.1	1	16657	NW_026459503.1	20
scaff_group020	NW_026459505.1	1	16728	NW_026459505.1	20
scaff_group020	NW_026459507.1	1	11139	NW_026459507.1	20
scaff_group020	NW_026459509.1	1	13712	NW_026459509.1	20
scaff_group020	NW_026459510.1	1	69890	NW_026459510.1	20
scaff_group020	NW_026459512.1	1	15622	NW_026459512.1	20
scaff_group020	NW_026459513.1	1	17056	NW_026459513.1	20
scaff_group020	NW_026459514.1	1	17051	NW_026459514.1	20
scaff_group020	NW_026459515.1	1	17157	NW_026459515.1	20
scaff_group020	NW_026459516.1	1	10881	NW_026459516.1	20
scaff_group020	NW_026459518.1	1	17313	NW_026459518.1	20
scaff_group020	NW_026459519.1	1	17310	NW_026459519.1	20
scaff_group020	NW_026459520.1	1	17380	NW_026459520.1	20
scaff_group020	NW_026459521.1	1	74981	NW_026459521.1	20
scaff_group020	NW_026459522.1	1	17406	NW_026459522.1	20
scaff_group020	NW_026459523.1	1	17476	NW_026459523.1	20
scaff_group020	NW_026459524.1	1	17465	NW_026459524.1	20
scaff_group020	NW_026459526.1	1	17458	NW_026459526.1	20
scaff_group020	NW_026459527.1	1	15504	NW_026459527.1	20
scaff_group020	NW_026459528.1	1	50691	NW_026459528.1	20
scaff_group020	NW_026459529.1	1	50962	NW_026459529.1	20
scaff_group020	NW_026459530.1	1	24474	NW_026459530.1	20
scaff_group020	NW_026459531.1	1	21636	NW_026459531.1	20
scaff_group020	NW_026459532.1	1	58272	NW_026459532.1	20
scaff_group020	NW_026459533.1	1	25190	NW_026459533.1	20
scaff_group020	NW_026459534.1	1	26371	NW_026459534.1	20
scaff_group020	NW_026459535.1	1	51799	NW_026459535.1	20
scaff_group020	NW_026459536.1	1	51748	NW_026459536.1	20
scaff_group020	NW_026459537.1	1	52196	NW_026459537.1	20
scaff_group020	NW_026459538.1	1	25475	NW_026459538.1	20
scaff_group020	NW_026459539.1	1	52233	NW_026459539.1	20
scaff_group020	NW_026459540.1	1	53591	NW_026459540.1	20
scaff_group020	NW_026459541.1	1	29945	NW_026459541.1	20
scaff_group020	NW_026459542.1	1	53848	NW_026459542.1	20
scaff_group020	NW_026459543.1	1	58272	NW_026459543.1	20
scaff_group020	NW_026459544.1	1	53853	NW_026459544.1	20
scaff_group020	NW_026459545.1	1	53928	NW_026459545.1	20
scaff_group020	NW_026459546.1	1	54209	NW_026459546.1	20
